customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
1841,Nathanial,D'Ambrogi,Male,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2,28
1842,Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8,47
1845,Pascal,Veronique,Male,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,No,6,46
1846,Lorette,Daspar,Female,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7,45
1847,Bobinette,Stanaway,Female,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,No,6,46
1848,Dev,Caghan,Male,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,No,9,47
1850,Dare,Wasling,Male,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7,45
1852,Darby,Shailer,Female,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,No,18,46
1855,Foss,Yanele,Male,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,Yes,18,52
1856,Toni,Harbidge,Female,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,No,4,54
1857,Purcell,Chinnery,Male,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5,55
1859,Melamie,Hardman,Female,81,1990-04-08,Accountant IV,IT,High Net Worth,N,Yes,12,34
1860,Holly-anne,Hamman,Female,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17,47
1861,Charlena,Muzzi,Female,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8,56
1863,Adelbert,Doelle,Male,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,No,20,45
1864,Anet,Pellitt,Female,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18,63
1866,Huberto,Bazylets,Male,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,No,2,31
1868,Aloisia,Ivel,Female,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10,35
1869,Neda,Longfellow,Female,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,Yes,9,46
1871,Shayna,McQuin,Female,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,30
1872,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14,50
1873,Raul,Cabrer,Male,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4,31
1875,Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19,65
1876,Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21,46
1877,Radcliffe,Bartolomeoni,Male,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16,57
1878,Pen,Hedgecock,Male,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10,69
1879,Kermy,Heningam,Male,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5,56
1885,Jerome,Sheavills,Male,18,1982-10-27,Software Consultant,Health,High Net Worth,N,Yes,11,41
1886,Eugenie,Belcham,Female,35,1978-09-22,Nurse,IT,Affluent Customer,N,No,18,45
1887,Kynthia,Purcer,Female,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8,58
1888,Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1,22
1890,Carce,Gunthorp,Male,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,No,7,51
1891,Neville,Bloyes,Male,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19,34
1894,Patten,Laytham,Male,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17,48
1895,Leese,Lohan,Female,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,No,15,48
1898,Katalin,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12,44
1900,Noland,Larder,Male,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19,43
1901,Vail,Southernwood,Male,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8,46
1902,Camille,Vallintine,Female,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4,59
1904,Nert,Muglestone,Female,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14,46
1907,Lind,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,N,No,18,49
1908,Jaquelyn,Workman,Female,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6,60
1909,Drucill,Laurand,Female,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,39
1910,Yovonnda,Warrior,Female,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14,64
1911,Hallsy,De Leek,Male,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3,43
1912,Hall,Grouer,Male,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7,31
1913,Tamiko,Fergie,Female,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17,50
1914,Clyve,Sandwick,Male,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5,55
1915,Dusty,Tesimon,Female,40,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12,70
1916,Redd,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7,29
1917,Raquela,Schimpke,Female,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8,50
1919,Bartie,Hartburn,Male,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19,63
1920,Rutter,Marlen,Male,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13,36
1923,Immanuel,Farlamb,Male,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9,53
1926,Stefano,Menhenitt,Male,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10,66
1927,Masha,Bibbie,Female,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8,48
1928,Sully,Dorling,Male,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,46
1929,Elka,Crossgrove,Female,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20,37
1930,Ambrose,Bleasby,Male,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3,27
1931,Boris,Syres,Male,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6,50
1932,Sybila,Enefer,Female,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3,47
1933,Ephraim,Fulep,Male,72,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18,43
1936,Gisella,Scad,Female,36,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12,59
1937,Renaud,Gahagan,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19,50
1940,Gabriellia,Coulter,Female,52,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8,47
1941,Dmitri,Eleshenar,Male,83,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2,31
1942,Abe,Townby,Male,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19,37
1943,Armstrong,Style,Male,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,38
1944,Gregory,Balchin,Male,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8,43
1947,Gretta,Patrone,Female,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18,60
1949,Onida,Cockshot,Female,9,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7,69
1950,Berne,Fulkes,Male,27,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19,60
1951,Rockie,MacCosty,Male,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2,23
1952,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9,50
1953,Luisa,McGlue,Female,23,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12,45
1954,Greg,Iacovo,Male,88,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5,56
1957,Gary,Eager,Male,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4,46
1959,Arlen,Klossek,Male,3,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16,45
1962,Paddie,Grunder,Male,13,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,22,46
1963,Syman,Trimnell,Male,81,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4,26
1964,Cara,Campbell-Dunlop,Female,60,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9,59
1965,Bendicty,Powrie,Male,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3,50
1968,Frederica,Hughman,Female,31,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1,29
1969,Dimitry,Kunkler,Male,54,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19,62
1970,Carl,Eyre,Male,51,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7,41
1973,Fanni,Liffe,Female,52,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5,44
1975,Tommie,Midden,Female,39,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,4,58
1976,Letitia,Coan,Female,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11,48
1978,Marge,Skerm,Female,53,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,16,69
1980,Kenneth,Viall,Male,97,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7,31
1983,Kimberlee,Soonhouse,Female,6,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18,61
1984,Hewett,Alessandretti,Male,70,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1,24
1987,Jacobo,Rosenblum,Male,56,1956-06-08,Research Associate,Health,Affluent Customer,N,No,8,67
1988,Kelwin,Goldsmith,Male,27,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8,66
1989,Emalee,Guitel,Female,46,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17,50
1991,Tobe,Godrich,Male,35,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,8,30
1992,Shanta,Attrill,Female,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3,28
1996,Filmer,Furby,Male,4,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4,38
1999,Raquel,Bamlett,Female,6,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,61
2001,Mada,Martinho,Female,21,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,46
2003,Lilli,Hargey,Female,80,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8,61
2004,Brandy,Showering,Male,16,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,60
2005,Marina,McElwee,Female,41,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17,45
2006,Hyacinthia,Tuley,Female,33,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2,24
2007,Gail,Scarrisbrick,Male,8,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,15,54
2008,Jamill,Cudd,Male,77,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3,30
2009,Neilla,Castrillo,Female,19,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,64
2010,Duff,Guyer,Male,88,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7,50
2011,Guthrie,MacAne,Male,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,12,46
2012,Maisey,Lavell,Female,55,1972-09-07,Health Coach I,Health,High Net Worth,N,No,4,51
2013,Marge,Girault,Female,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19,28
2014,Sandye,Avraam,Female,49,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,33
2015,Charyl,Sibson,Female,6,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7,50
2016,Laraine,Merioth,Female,89,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1,25
2017,Ezri,Sadry,Male,67,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6,29
2018,Richie,Matts,Male,80,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,12,61
2019,Neda,Perkis,Female,48,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,17,70
2020,Portia,Proudlock,Female,50,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14,52
2024,Elinor,Biggerstaff,Female,69,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2,23
2026,Anabelle,Rogerson,Female,62,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7,36
2028,Cathy,Parmley,Female,25,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,18,47
2029,Charlie,Hastilow,Male,10,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7,32
2030,Xymenes,Sprull,Male,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15,63
2032,Theodore,Chicchelli,Male,98,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9,40
2033,Mar,Philippon,Male,36,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10,52
2034,June,Haslam,Female,87,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,50
2037,Irwin,Ryall,Male,19,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6,35
2038,Fae,Done,Female,9,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5,64
2039,Laureen,Blower,Female,38,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,7,46
2040,Gal,Scardafield,Male,25,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12,54
2041,Mort,Heath,Male,52,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17,66
2042,Bendix,Cooke,Male,65,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,17,55
2044,Leyla,Eddington,Female,84,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,1,25
2045,Hermina,Franzel,Female,15,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15,39
2047,Kirsten,Slegg,Female,45,1975-04-13,Paralegal,Financial Services,Affluent Customer,N,Yes,21,49
2048,Sorcha,Genthner,Female,22,1960-04-13,Financial Advisor,Financial Services,High Net Worth,N,No,13,64
2049,Jud,Purchon,Male,21,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,5,62
2051,Teresita,Drinnan,Female,8,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,64
2055,Harmon,Bakster,Male,46,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,7,43
2056,Cristin,Smoughton,Female,65,1986-03-04,Biostatistician IV,Property,High Net Worth,N,No,22,38
2057,Elianora,Sally,Female,99,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,64
2058,Ronna,Wickersham,Female,99,1978-02-04,Database Administrator I,Argiculture,High Net Worth,N,No,7,46
2060,Constancia,Akram,Female,17,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,17,65
2062,Guillermo,Kolakovic,Male,67,1976-08-19,Junior Executive,Retail,Mass Customer,N,No,18,47
2063,Benny,Crudge,Male,55,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,16,60
2064,Reynard,Jaffrey,Male,99,1969-05-19,VP Marketing,Health,Mass Customer,N,Yes,18,54
2065,Silvio,Henrichs,Male,66,1978-03-13,Technical Writer,Retail,Mass Customer,N,Yes,12,46
2066,Skipp,McLarens,Male,91,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,12,54
2067,Slade,Mulvin,Male,81,1979-05-05,Registered Nurse,Health,Mass Customer,N,No,17,44
2072,Margie,Tillyer,Female,30,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,63
2075,Devondra,Jovis,Female,95,1973-04-23,Environmental Tech,Manufacturing,Mass Customer,N,No,8,50
2076,Beatriz,Tweddle,Female,73,1969-06-03,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5,54
2077,Tobe,Lindroos,Female,67,1992-02-26,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,32
2078,Joice,Govett,Female,15,1989-08-30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3,34
2081,Gelya,Coaker,Female,69,1972-06-21,Senior Editor,Financial Services,Mass Customer,N,No,13,51
2082,Sybyl,Beekman,Female,38,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19,44
2085,Carolynn,Samsin,Female,83,1956-05-03,Pharmacist,Health,Mass Customer,N,No,11,67
2086,Gayle,Cockerell,Male,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,27
2087,Yehudi,Sandon,Male,76,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,15,54
2088,Ernie,Wankel,Male,2,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,54
2089,Erie,Ballston,Male,93,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,15,66
2090,Stanton,Schimoni,Male,63,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17,59
2091,Dominga,Crosfield,Female,27,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9,43
2092,Stavros,Hazelby,Male,14,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,46
2093,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2,24
2095,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8,34
2096,Torrie,Smartman,Female,74,1969-05-21,Programmer III,Telecommunications,High Net Worth,N,Yes,12,54
2097,Web,Decaze,Male,38,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,21,36
2098,Ame,Tossell,Female,82,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,16,54
2099,Mikel,McKechnie,Male,40,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,64
2103,Jayme,Hendin,Male,94,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18,48
2104,Livy,Roote,Female,31,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11,45
2105,Terrance,Goligher,Male,29,1971-11-11,Food Chemist,Health,High Net Worth,N,Yes,6,52
2106,Antons,Ley,Male,91,1970-03-19,Project Manager,Financial Services,High Net Worth,N,Yes,13,54
2107,Dre,Ferrillo,Female,2,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,Yes,4,31
2108,Michel,O'Halligan,Female,41,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,38
2109,Grazia,Vinson,Female,14,1965-04-13,Account Representative II,Health,High Net Worth,N,Yes,18,59
2110,Gard,Marris,Male,29,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14,50
2111,Ellis,Vokes,Male,98,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,12,50
2112,Aubrie,Glaum,Female,64,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6,30
2113,Nita,Bushell,Female,91,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,No,17,52
2114,Erick,Caveill,Male,78,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,19,69
2115,Shannon,Pflieger,Male,17,1975-08-31,Food Chemist,Health,Mass Customer,N,Yes,17,48
2116,Wyndham,Ecob,Male,81,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,Yes,9,45
2117,Llywellyn,Christall,Male,76,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3,28
2119,Dorise,Bellon,Female,51,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,39
2120,Clare,Attoe,Male,80,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,1,27
2121,Clarita,Jaqueminet,Female,35,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,22,35
2122,Osborne,Nawton,Male,85,1973-01-27,Registered Nurse,Health,High Net Worth,N,Yes,11,51
2123,Shirley,Negal,Female,36,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,31
2125,Laurene,Linstead,Female,9,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,No,18,49
2126,Hugibert,Getcliff,Male,65,1958-03-29,Product Engineer,Health,Mass Customer,N,Yes,17,66
2127,Wanids,Baudet,Female,66,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,7,50
2128,Gregorius,Cockram,Male,31,1976-09-25,Data Coordiator,Property,Affluent Customer,N,Yes,16,47
2129,Barron,Waszkiewicz,Male,26,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,No,3,43
2130,Evangelina,Coxhell,Female,95,1990-01-01,Structural Engineer,Property,High Net Worth,N,Yes,16,34
2132,Davina,Dougary,Female,16,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,39
2133,Clarissa,Blaisdale,Female,44,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,3,26
2134,Crosby,Ruoff,Male,16,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,2,24
2136,Heather,Golsworthy,Female,21,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,5,58
2138,Jonell,Gon,Female,23,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,15,45
2139,Carolina,Brands,Female,87,1982-02-06,Accountant II,IT,Affluent Customer,N,Yes,7,42
2140,Hilario,Ramsdell,Male,59,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,No,21,47
2141,Georgie,Bruggen,Female,50,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Yes,4,59
2144,Maureene,Kingstne,Female,12,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,9,46
2145,Adrea,Quittonden,Female,44,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,19,64
2148,Annis,Freeth,Female,78,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,15,35
2152,Junina,Labone,Female,40,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19,55
2154,Bird,Bolf,Female,86,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,44
2156,Darill,Mowday,Male,96,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,Yes,18,47
2157,Alidia,Petyankin,Female,52,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,19,46
2158,Caesar,Begbie,Male,11,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6,63
2160,Kettie,Cantopher,Female,64,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,15,52
2162,Andrew,Blunt,Male,49,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,10,49
2164,Toinette,Clementson,Female,12,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,18,50
2166,Mareah,Woodnutt,Female,78,1984-11-09,Nurse,Property,Mass Customer,N,No,16,39
2168,Levon,Woollard,Male,83,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,17,49
2169,Jarrad,Atwell,Male,80,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18,45
2170,Dewitt,Laight,Male,27,1963-04-27,Geological Engineer,Manufacturing,Affluent Customer,N,No,6,60
2171,Laryssa,Maes,Female,21,1970-02-10,Pharmacist,Health,High Net Worth,N,No,10,54
2172,Emmery,Angrock,Male,6,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,Yes,13,45
2173,Gracia,McAteer,Female,27,1976-09-21,Help Desk Technician,IT,Mass Customer,N,Yes,22,47
2174,Rock,Vickerstaff,Male,32,1962-09-21,Account Executive,Argiculture,High Net Worth,N,No,11,61
2175,Elvyn,Bullas,Male,23,1985-11-01,Web Developer III,Health,Mass Customer,N,No,13,38
2176,Josie,Gallemore,Female,79,1962-11-09,Accountant II,Property,High Net Worth,N,Yes,12,61
2177,Waverly,Creebo,Male,35,1977-10-08,Social Worker,Health,Mass Customer,N,No,9,46
2178,Veriee,Colthard,Female,20,1954-03-18,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12,70
2181,Tobe,Roxby,Male,99,1974-07-17,Account Executive,IT,Mass Customer,N,Yes,8,49
2182,Symon,Minchin,Male,47,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16,56
2183,Jillie,Fyndon,Female,61,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7,52
2184,Lamar,Gladman,Male,49,1971-12-05,Statistician III,Health,Mass Customer,N,No,11,52
2185,Gayle,Gridley,Female,40,1963-10-15,Human Resources Assistant II,Property,Mass Customer,N,No,19,60
2186,Carolina,Sexty,Female,61,1963-03-18,Clinical Specialist,Health,High Net Worth,N,No,5,61
2187,Brunhilde,Kendall,Female,52,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2,26
2194,Johnette,O'Fergus,Female,79,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11,65
2195,Nevsa,Taill,Female,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,36
2196,Skylar,Brise,Male,66,1976-06-08,Media Manager I,Retail,High Net Worth,N,Yes,7,47
2197,Filip,Willows,Male,32,1993-09-16,Programmer Analyst I,Financial Services,Mass Customer,N,No,7,30
2198,Marijn,Arnoll,Male,1,1998-01-10,Editor,Property,Affluent Customer,N,Yes,1,26
2199,Leigha,Ranger,Female,89,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13,41
2202,Diannne,Neissen,Female,46,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8,46
2203,Ganny,Alessandrelli,Male,13,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2,25
2204,Kacie,Barthram,Female,16,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7,56
2206,Osmond,McCamish,Male,60,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,No,14,66
2207,Junia,Gall,Female,93,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16,45
2209,Rriocard,Gavan,Male,4,1993-08-04,Registered Nurse,Health,Affluent Customer,N,Yes,3,30
2210,Kirby,Cameron,Male,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5,38
2212,Adrianne,Raoux,Female,22,1974-05-13,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20,49
2216,Clarinda,Woffinden,Female,29,1962-01-02,Systems Administrator II,Property,High Net Worth,N,Yes,10,62
2217,Kristofor,Juris,Male,98,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,16,42
2218,Madelena,Blincoe,Female,94,1992-05-27,Senior Sales Associate,Health,Affluent Customer,N,No,4,31
2220,Curr,Jancey,Male,35,1959-05-13,Legal Assistant,Financial Services,Mass Customer,N,Yes,13,64
2221,Tye,Scottini,Male,80,1995-11-07,General Manager,Argiculture,Affluent Customer,N,No,7,28
2224,Sydel,Seccombe,Female,3,1998-08-18,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4,25
